OverTime,TotalWorkingYears,JobRole,Age,JobLevel,MaritalStatus,YearsInCurrentRole,MonthlyIncome,YearsWithCurrManager,YearsAtCompany,StockOptionLevel,BusinessTravel,JobInvolvement,Attrition
No,8,Manufacturing Director,37,2,Divorced,2,6347,4,6,2,Travel_Rarely,3,No
No,6,Manufacturing Director,36,2,Single,5,6499,3,6,0,Travel_Frequently,2,No
Yes,4,Sales Executive,32,2,Married,2,4078,2,3,3,Travel_Rarely,3,No
No,33,Manager,60,5,Married,8,19566,10,29,0,Travel_Rarely,3,No
No,7,Laboratory Technician,30,1,Married,2,3833,2,2,2,Travel_Rarely,1,No
No,9,Research Director,29,4,Divorced,7,16124,7,7,2,Travel_Rarely,2,No
No,12,Research Scientist,41,1,Married,3,2782,0,5,1,Travel_Rarely,3,No
No,1,Laboratory Technician,24,1,Married,0,2210,0,1,1,Travel_Rarely,3,Yes
No,10,Research Scientist,36,2,Single,0,4485,7,8,0,Travel_Rarely,3,No
No,20,Sales Representative,38,1,Single,0,2858,0,1,0,Travel_Rarely,2,No
Yes,8,Sales Executive,40,2,Married,4,6380,0,6,2,Travel_Rarely,2,Yes
No,10,Sales Executive,36,3,Married,7,9738,8,9,1,Travel_Frequently,3,No
No,1,Sales Representative,24,1,Married,0,2033,0,1,1,Non-Travel,3,No
Yes,15,Sales Executive,36,2,Single,4,9278,1,5,0,Travel_Rarely,3,No
Yes,12,Sales Executive,60,2,Divorced,7,5220,9,11,1,Travel_Rarely,4,No
No,21,Manager,40,5,Single,8,19833,8,21,0,Travel_Rarely,3,No
No,8,Healthcare Representative,40,2,Married,7,4244,7,8,1,Travel_Frequently,4,No
No,10,Sales Executive,38,2,Married,7,5343,9,10,1,Travel_Rarely,3,No
Yes,8,Research Scientist,31,1,Married,4,2356,2,6,1,Travel_Rarely,3,No
No,21,Research Director,45,4,Single,6,16704,6,21,0,Travel_Rarely,2,No
No,5,Sales Representative,26,1,Single,2,2966,0,4,0,Travel_Rarely,2,No
No,10,Research Director,33,4,Divorced,1,16184,5,6,1,Travel_Rarely,4,No
No,7,Manufacturing Director,36,2,Divorced,2,4941,1,3,2,Travel_Rarely,3,No
No,10,Sales Representative,36,1,Single,3,3407,3,5,0,Travel_Rarely,2,Yes
No,8,Research Scientist,34,1,Single,2,2960,3,4,0,Travel_Rarely,3,Yes
No,10,Healthcare Representative,38,2,Divorced,2,5745,2,2,1,Travel_Rarely,3,No
Yes,0,Sales Representative,18,1,Single,0,1569,0,0,0,Travel_Frequently,3,Yes
No,10,Manufacturing Director,37,2,Single,3,4213,8,10,0,Travel_Rarely,3,Yes
No,6,Manufacturing Director,28,2,Divorced,3,4877,0,5,1,Travel_Rarely,1,No
No,9,Laboratory Technician,36,2,Divorced,0,4834,0,1,1,Travel_Rarely,3,Yes
Yes,18,Sales Executive,45,3,Divorced,4,10761,2,5,1,Travel_Rarely,3,No
No,4,Laboratory Technician,28,1,Divorced,2,2207,2,4,1,Travel_Rarely,3,No
No,4,Research Scientist,35,1,Married,3,2977,1,4,1,Travel_Rarely,1,No
No,5,Manufacturing Director,24,2,Divorced,2,4011,3,4,1,Non-Travel,4,No
No,14,Sales Executive,41,2,Divorced,4,8938,4,5,1,Travel_Rarely,2,No
No,8,Human Resources,26,1,Married,7,2942,7,8,1,Travel_Rarely,3,No
No,23,Manager,55,5,Married,9,19187,11,19,1,Travel_Rarely,1,No
No,14,Manufacturing Director,32,2,Married,13,6162,8,14,1,Travel_Rarely,2,No
Yes,11,Sales Executive,51,2,Single,7,5441,0,10,0,Travel_Rarely,3,No
No,20,Research Scientist,54,2,Single,3,4869,3,4,0,Travel_Frequently,3,No
No,1,Laboratory Technician,22,1,Single,0,2871,0,0,0,Travel_Rarely,3,No
No,1,Sales Representative,28,1,Married,0,2856,0,1,1,Travel_Rarely,3,No
No,27,Manager,48,4,Single,4,16885,1,5,0,Non-Travel,4,No
No,8,Research Scientist,40,1,Divorced,1,2345,2,3,1,Travel_Rarely,3,No
Yes,7,Sales Executive,29,2,Divorced,7,8268,7,7,2,Travel_Rarely,2,No
No,29,Manufacturing Director,51,4,Single,2,13142,3,5,0,Travel_Rarely,2,No
No,8,Sales Executive,29,2,Single,2,5869,4,5,0,Travel_Rarely,2,No
No,10,Sales Executive,30,2,Divorced,9,6118,2,10,3,Travel_Rarely,2,No
No,14,Research Director,33,3,Married,9,11691,7,13,0,Travel_Rarely,3,No
No,8,Sales Executive,33,2,Married,7,6146,7,7,1,Non-Travel,3,No
No,29,Research Director,48,5,Married,10,19665,9,22,0,Travel_Rarely,2,No
No,7,Laboratory Technician,25,1,Married,2,3229,2,3,1,Travel_Rarely,3,No
Yes,10,Sales Executive,31,2,Single,5,6582,5,6,0,Travel_Rarely,3,No
No,24,Manager,48,4,Divorced,17,17174,7,22,1,Travel_Frequently,3,No
Yes,9,Research Director,30,3,Married,7,11416,7,8,3,Travel_Rarely,4,No
No,5,Manufacturing Director,34,2,Married,2,4325,3,5,0,Travel_Rarely,3,No
No,17,Manufacturing Director,35,2,Married,7,6883,7,7,1,Travel_Rarely,3,No
No,17,Research Scientist,37,1,Married,1,3920,2,3,1,Travel_Rarely,2,No
No,7,Sales Executive,40,2,Divorced,1,6852,3,5,1,Travel_Rarely,2,No
Yes,10,Sales Executive,37,3,Single,0,7642,9,10,0,Non-Travel,3,No
No,7,Sales Representative,25,1,Married,4,2096,6,7,0,Travel_Rarely,3,No
No,13,Research Scientist,48,1,Married,0,2259,0,0,2,Travel_Rarely,3,No
Yes,5,Sales Executive,50,2,Single,0,4728,0,0,0,Travel_Frequently,3,Yes
No,26,Manager,45,4,Married,3,17650,1,9,1,Travel_Rarely,3,No
Yes,6,Laboratory Technician,41,1,Married,0,4766,0,1,1,Travel_Rarely,3,No
No,4,Laboratory Technician,31,1,Married,2,2218,2,4,1,Travel_Rarely,2,No
Yes,17,Manufacturing Director,35,3,Married,14,10685,15,17,1,Travel_Rarely,2,No
No,22,Manufacturing Director,40,4,Single,6,13237,13,20,0,Travel_Rarely,3,No
Yes,1,Research Scientist,22,1,Married,0,2853,0,0,1,Travel_Frequently,2,Yes
No,25,Research Scientist,45,3,Divorced,0,9724,0,1,1,Travel_Rarely,3,No
Yes,7,Human Resources,33,1,Divorced,3,2277,3,4,1,Travel_Rarely,3,No
No,16,Research Director,37,3,Single,2,13664,2,5,0,Travel_Rarely,3,No
No,2,Research Scientist,22,1,Married,2,2323,2,2,2,Travel_Rarely,3,No
No,3,Research Scientist,28,1,Married,2,3591,2,3,1,Travel_Rarely,3,No
No,5,Sales Executive,40,2,Married,0,4327,0,0,3,Travel_Frequently,3,No
No,22,Manager,45,5,Single,0,18061,0,0,0,Travel_Frequently,3,No
No,18,Research Scientist,43,1,Single,2,4739,2,3,0,Travel_Frequently,4,No
No,8,Laboratory Technician,45,1,Divorced,3,2270,2,5,2,Travel_Rarely,3,No
Yes,17,Research Director,45,3,Married,0,13245,0,0,0,Travel_Rarely,3,No
No,10,Sales Executive,32,2,Single,0,6735,0,0,0,Travel_Rarely,1,Yes
No,6,Laboratory Technician,27,1,Married,0,2099,4,5,0,Travel_Rarely,3,No
No,10,Healthcare Representative,42,2,Married,0,5538,0,0,2,Travel_Rarely,4,No
No,5,Laboratory Technician,23,1,Married,3,2500,2,4,1,Travel_Rarely,3,No
No,21,Sales Executive,39,4,Single,8,13341,10,20,0,Travel_Rarely,3,No
No,5,Laboratory Technician,26,1,Divorced,2,4364,0,2,1,Travel_Frequently,1,No
No,10,Research Scientist,29,1,Married,7,2700,7,10,1,Travel_Rarely,4,No
No,10,Manager,31,3,Divorced,4,11557,1,5,1,Travel_Rarely,2,No
No,18,Research Scientist,39,2,Single,7,4108,7,7,0,Travel_Rarely,3,No
No,14,Sales Executive,48,2,Married,7,4051,7,9,1,Travel_Rarely,3,No
No,6,Sales Executive,25,2,Single,5,6180,4,6,0,Travel_Rarely,3,No
No,22,Manager,41,4,Single,10,16015,4,22,0,Travel_Rarely,3,No
No,10,Laboratory Technician,34,2,Married,7,5429,7,8,2,Travel_Rarely,3,No
No,20,Research Scientist,40,2,Divorced,7,5605,13,20,1,Travel_Frequently,3,No
No,9,Sales Executive,32,2,Divorced,7,4668,7,8,3,Travel_Frequently,1,No
Yes,5,Research Scientist,34,1,Married,2,2307,0,5,1,Non-Travel,1,Yes
No,6,Laboratory Technician,26,1,Married,3,3955,3,5,2,Travel_Rarely,2,No
Yes,30,Manager,55,4,Single,4,16659,2,5,0,Travel_Rarely,3,No
No,8,Research Scientist,45,1,Married,4,2132,3,5,1,Travel_Rarely,3,No
No,4,Healthcare Representative,24,2,Single,3,4617,2,4,0,Travel_Rarely,2,No
No,10,Laboratory Technician,32,2,Married,4,4883,1,10,1,Travel_Rarely,3,Yes
No,26,Research Director,46,4,Married,2,17861,1,3,0,Travel_Rarely,3,No
Yes,10,Laboratory Technician,42,1,Divorced,6,2593,8,9,1,Travel_Rarely,2,No
No,9,Research Scientist,34,1,Single,2,2311,2,3,0,Travel_Rarely,3,No
No,13,Sales Executive,31,2,Divorced,7,7547,7,7,3,Travel_Rarely,3,No
Yes,4,Sales Executive,34,2,Single,2,4538,2,3,0,Travel_Rarely,3,No
Yes,5,Research Scientist,33,1,Single,2,2313,2,2,0,Travel_Rarely,2,Yes
Yes,7,Laboratory Technician,25,1,Married,7,3691,6,7,1,Travel_Rarely,3,Yes
No,6,Sales Executive,35,2,Married,3,5561,4,5,1,Travel_Rarely,3,No
No,19,Research Scientist,55,1,Married,2,2662,4,5,1,Travel_Rarely,2,No
No,17,Manufacturing Director,37,3,Divorced,0,10048,0,1,2,Travel_Frequently,3,Yes
No,1,Laboratory Technician,34,1,Divorced,0,2008,0,1,2,Travel_Rarely,3,No
Yes,5,Laboratory Technician,23,1,Single,4,3989,2,5,0,Travel_Rarely,2,Yes
No,12,Healthcare Representative,43,2,Married,2,5562,2,5,1,Travel_Frequently,3,No
Yes,8,Sales Executive,39,2,Married,4,6120,4,5,2,Travel_Rarely,2,No
No,8,Laboratory Technician,26,1,Married,7,4420,7,8,1,Travel_Rarely,4,No
No,19,Research Scientist,42,2,Divorced,4,4556,2,5,1,Travel_Frequently,3,No
No,9,Laboratory Technician,29,1,Married,3,2974,2,5,1,Travel_Rarely,3,No
No,12,Healthcare Representative,31,3,Married,0,9824,0,1,0,Travel_Frequently,3,Yes
No,7,Laboratory Technician,38,1,Married,0,3306,0,0,1,Travel_Rarely,3,No
No,10,Human Resources,44,2,Single,2,5985,2,2,0,Travel_Rarely,2,No
No,10,Sales Executive,29,2,Single,7,4554,9,10,0,Travel_Frequently,3,No
Yes,9,Sales Executive,47,2,Single,0,4163,7,9,0,Travel_Rarely,3,No
Yes,20,Manufacturing Director,47,2,Divorced,10,5067,7,19,0,Travel_Frequently,4,No
No,6,Laboratory Technician,35,1,Married,4,2705,3,5,1,Travel_Rarely,1,No
Yes,5,Research Scientist,28,1,Married,2,3464,2,3,0,Travel_Rarely,1,Yes
No,4,Manufacturing Director,22,2,Married,2,4775,2,2,2,Travel_Rarely,2,No
Yes,10,Healthcare Representative,31,2,Married,7,5855,5,9,2,Travel_Rarely,3,No
Yes,20,Research Scientist,38,2,Divorced,11,2133,7,20,1,Travel_Frequently,2,No
No,6,Research Scientist,34,1,Single,2,2553,3,5,0,Travel_Frequently,2,No
Yes,15,Research Director,37,3,Divorced,2,13603,2,5,2,Non-Travel,3,No
No,10,Manufacturing Director,29,3,Divorced,9,9980,8,10,1,Travel_Rarely,4,No
No,6,Healthcare Representative,29,2,Married,3,5373,2,5,1,Travel_Rarely,3,No
Yes,33,Manager,52,5,Single,7,19068,12,33,0,Non-Travel,2,No
No,1,Laboratory Technician,28,1,Divorced,0,2596,0,1,2,Travel_Frequently,2,Yes
Yes,6,Research Scientist,26,1,Married,2,2042,2,3,1,Travel_Frequently,3,Yes
No,8,Laboratory Technician,42,1,Single,0,3968,0,0,0,Travel_Rarely,3,No
No,9,Laboratory Technician,39,2,Single,4,6782,3,5,0,Non-Travel,3,No
Yes,10,Healthcare Representative,29,2,Single,2,6294,2,3,0,Travel_Frequently,4,No
No,25,Research Director,46,5,Married,2,19081,3,4,1,Travel_Rarely,3,No
Yes,8,Healthcare Representative,43,2,Divorced,2,4522,2,5,0,Travel_Rarely,3,No
No,9,Manufacturing Director,39,2,Single,7,4534,7,8,0,Travel_Rarely,3,No
No,13,Research Director,34,3,Single,6,11994,11,12,0,Travel_Rarely,3,No
Yes,9,Healthcare Representative,44,3,Married,7,7879,7,8,1,Travel_Rarely,4,No
No,5,Research Scientist,26,1,Divorced,3,2007,3,5,2,Travel_Frequently,2,No
No,6,Healthcare Representative,33,2,Single,0,6949,4,5,0,Travel_Rarely,2,No
No,2,Research Scientist,34,1,Married,0,2585,0,1,0,Travel_Rarely,4,No
No,5,Research Scientist,28,1,Single,3,3310,2,5,0,Travel_Rarely,3,No
No,2,Research Scientist,22,1,Married,1,2244,2,2,1,Travel_Rarely,3,No
Yes,10,Research Scientist,33,1,Single,9,2686,8,10,0,Travel_Rarely,3,Yes
No,12,Sales Executive,38,2,Single,3,8686,7,8,0,Travel_Rarely,2,No
No,20,Research Director,40,3,Single,7,13499,13,18,0,Travel_Frequently,3,No
No,20,Research Scientist,40,1,Married,3,2001,2,5,3,Travel_Rarely,3,No
No,6,Sales Executive,30,2,Single,4,6577,4,5,0,Travel_Rarely,3,No
Yes,4,Laboratory Technician,24,1,Single,0,3172,0,0,0,Travel_Frequently,3,Yes
No,11,Laboratory Technician,29,1,Single,2,2062,2,3,0,Travel_Rarely,3,No
No,33,Manager,52,5,Married,14,19845,9,32,1,Travel_Rarely,1,Yes
No,8,Research Scientist,37,1,Married,4,3936,7,8,1,Travel_Rarely,3,No
No,8,Research Scientist,30,1,Divorced,2,3204,2,3,1,Travel_Rarely,3,No
No,10,Research Scientist,35,2,Single,7,5098,8,10,0,Travel_Rarely,3,No
No,5,Research Scientist,30,1,Single,4,2632,4,5,0,Travel_Rarely,3,No
Yes,15,Laboratory Technician,33,2,Married,14,5207,7,15,1,Travel_Rarely,3,No
No,6,Sales Executive,28,2,Single,4,8463,3,5,0,Travel_Rarely,3,No
Yes,1,Research Scientist,19,1,Single,0,2994,1,1,0,Travel_Rarely,4,No
No,31,Manufacturing Director,52,4,Married,8,13826,0,9,0,Travel_Frequently,2,No
No,19,Healthcare Representative,39,3,Divorced,10,9613,7,18,3,Travel_Rarely,4,No
No,23,Manager,46,4,Married,9,17465,9,12,1,Travel_Rarely,3,No
No,10,Manufacturing Director,45,2,Divorced,7,5770,9,10,2,Travel_Rarely,2,No
No,38,Sales Executive,58,4,Single,10,13872,8,37,0,Travel_Rarely,3,No
No,13,Healthcare Representative,56,2,Divorced,12,6306,9,13,1,Non-Travel,3,No
No,21,Research Director,41,5,Divorced,16,19419,11,18,1,Travel_Frequently,3,No
No,28,Manager,46,4,Married,15,17048,9,26,0,Travel_Rarely,3,No
No,2,Research Scientist,33,1,Married,2,2911,2,2,1,Travel_Rarely,2,No
Yes,10,Laboratory Technician,29,2,Married,3,4025,3,4,1,Travel_Rarely,2,No
No,8,Manufacturing Director,29,2,Divorced,2,4262,2,3,2,Travel_Rarely,3,No
No,8,Sales Executive,40,2,Divorced,4,5715,3,5,2,Travel_Rarely,3,No
Yes,10,Manufacturing Director,45,3,Married,1,9380,2,3,2,Travel_Rarely,3,No
No,12,Sales Executive,36,2,Married,2,5507,3,4,2,Travel_Rarely,2,No
No,5,Research Scientist,26,1,Single,3,3904,1,4,0,Travel_Rarely,2,No
Yes,8,Research Scientist,26,1,Single,5,2875,2,8,0,Travel_Rarely,3,No
Yes,12,Human Resources,30,2,Married,9,6347,7,11,0,Travel_Rarely,3,No
No,23,Manager,49,5,Married,0,18711,0,1,1,Travel_Rarely,2,No
No,8,Research Scientist,45,1,Married,2,2654,2,2,2,Travel_Rarely,3,No
No,6,Research Scientist,32,1,Married,2,3312,2,3,2,Travel_Rarely,4,No
No,4,Sales Executive,24,2,Single,2,4577,0,2,0,Travel_Rarely,3,Yes
Yes,1,Research Scientist,20,1,Single,0,1009,1,1,0,Travel_Rarely,3,Yes
No,11,Research Scientist,33,2,Divorced,8,3055,7,9,2,Non-Travel,3,No
No,23,Sales Executive,45,3,Single,7,8865,8,19,0,Non-Travel,2,No
No,10,Sales Executive,41,3,Married,7,8392,7,10,1,Travel_Rarely,4,No
No,10,Sales Executive,32,2,Single,7,5396,8,10,0,Travel_Rarely,3,No
Yes,9,Research Scientist,58,1,Married,0,3346,0,1,1,Travel_Rarely,2,No
Yes,7,Research Scientist,31,1,Married,2,3929,2,4,1,Travel_Rarely,3,No
No,35,Research Director,53,4,Single,8,16598,8,9,0,Travel_Rarely,4,No
Yes,10,Sales Executive,33,3,Divorced,8,8380,8,9,2,Travel_Rarely,4,No
No,16,Sales Executive,50,3,Single,2,9208,1,2,0,Travel_Frequently,3,No
No,21,Manager,40,5,Married,8,19033,9,20,1,Travel_Rarely,3,No
No,8,Research Scientist,36,1,Single,2,4678,1,6,0,Travel_Rarely,3,No
No,5,Research Scientist,31,1,Divorced,2,2911,3,5,1,Travel_Rarely,3,No
Yes,9,Sales Executive,45,2,Divorced,4,5006,3,5,1,Travel_Rarely,3,No
No,1,Sales Representative,29,1,Single,0,1091,0,1,0,Travel_Frequently,4,Yes
No,21,Research Director,47,5,Married,2,18300,1,3,1,Travel_Rarely,3,No
No,9,Healthcare Representative,34,3,Single,7,8621,7,8,0,Travel_Rarely,2,No
No,5,Sales Executive,40,2,Married,4,4639,2,5,1,Travel_Rarely,3,No
No,16,Sales Executive,36,3,Married,9,9699,12,13,1,Travel_Frequently,2,No
Yes,11,Human Resources,34,3,Divorced,2,9950,2,3,3,Travel_Frequently,3,Yes
Yes,21,Manager,55,4,Divorced,0,14756,2,5,3,Travel_Rarely,3,No
Yes,10,Manufacturing Director,42,3,Married,9,7406,8,10,1,Travel_Rarely,3,No
No,9,Sales Executive,42,2,Single,4,5155,5,6,0,Travel_Rarely,3,No
No,9,Healthcare Representative,33,3,Divorced,2,7119,2,3,1,Travel_Rarely,2,No
Yes,12,Healthcare Representative,57,3,Divorced,3,9439,4,5,1,Travel_Rarely,4,No
No,5,Research Scientist,27,1,Married,2,3517,2,3,0,Travel_Rarely,4,No
No,10,Human Resources,46,1,Single,6,3423,7,7,0,Travel_Rarely,3,No
No,32,Research Director,53,4,Married,1,14814,3,5,0,Travel_Rarely,4,No
No,1,Sales Representative,31,1,Single,0,1359,0,1,0,Travel_Frequently,1,Yes
No,21,Manufacturing Director,41,4,Married,7,13570,10,20,1,Travel_Rarely,2,No
No,7,Sales Executive,29,2,Single,3,5765,0,5,0,Travel_Frequently,3,Yes
No,10,Research Scientist,32,2,Married,4,6220,9,10,2,Travel_Rarely,3,No
No,14,Human Resources,34,2,Married,9,4490,8,10,2,Travel_Frequently,2,No
No,22,Manager,53,4,Divorced,13,14852,2,17,1,Travel_Rarely,3,No
Yes,6,Research Scientist,31,1,Married,2,4821,3,5,1,Travel_Rarely,3,No
No,12,Research Scientist,32,2,Married,1,5878,5,7,1,Travel_Rarely,2,No
No,8,Research Scientist,32,1,Single,4,3038,4,5,0,Travel_Rarely,3,No
Yes,23,Laboratory Technician,48,3,Single,0,5381,0,1,0,Travel_Rarely,2,Yes
No,20,Laboratory Technician,49,2,Single,3,4284,3,4,0,Travel_Frequently,2,Yes
Yes,9,Laboratory Technician,45,2,Married,8,3633,8,9,1,Non-Travel,3,No
No,20,Healthcare Representative,38,3,Married,9,8823,9,19,1,Travel_Rarely,2,No
No,6,Research Scientist,35,1,Single,5,2559,1,6,0,Travel_Rarely,2,No
Yes,6,Research Scientist,36,1,Married,1,3419,0,1,1,Travel_Rarely,2,No
No,15,Healthcare Representative,37,2,Married,0,4777,0,1,0,Travel_Rarely,1,Yes
No,25,Manufacturing Director,59,3,Single,7,10512,4,9,0,Travel_Rarely,3,No
No,17,Sales Representative,36,2,Single,7,4502,7,13,0,Travel_Rarely,3,No
No,17,Sales Executive,39,2,Married,11,5902,9,15,1,Travel_Rarely,2,No
No,6,Laboratory Technician,52,1,Single,2,3212,2,2,0,Travel_Rarely,2,No
No,7,Manufacturing Director,46,2,Married,0,5258,0,1,0,Non-Travel,3,No
Yes,15,Sales Executive,34,2,Divorced,14,4001,7,15,1,Non-Travel,3,No
No,20,Sales Executive,42,2,Married,16,4907,6,20,0,Travel_Rarely,3,No
No,11,Research Scientist,29,1,Single,7,2362,7,9,0,Travel_Rarely,2,Yes
No,9,Manufacturing Director,45,2,Married,2,6434,2,3,1,Travel_Frequently,4,No
No,10,Manufacturing Director,34,2,Married,9,9547,9,10,0,Travel_Frequently,2,No
No,30,Manager,59,5,Married,2,18844,2,3,1,Non-Travel,2,No
No,4,Sales Representative,50,1,Married,2,3875,2,2,1,Travel_Rarely,3,No
No,19,Research Director,38,3,Married,8,12061,1,10,1,Travel_Rarely,2,No
No,11,Laboratory Technician,39,2,Divorced,8,3069,7,10,1,Travel_Rarely,2,No
No,16,Human Resources,54,3,Married,7,10725,1,9,1,Travel_Rarely,3,No
No,8,Laboratory Technician,26,1,Single,7,2867,6,7,0,Travel_Rarely,3,No
No,4,Sales Executive,33,2,Married,2,4302,2,3,1,Travel_Frequently,3,No
